geneId	human_trans	chimp_trans
ENSG00000151276	ENST00000611645	ENSPTRT00000080926
ENSG00000151276	ENST00000611645	ENSPTRT00000086092
ENSG00000151276	ENST00000330909	ENSPTRT00000078149
ENSG00000151276	ENST00000402939	ENSPTRT00000028229
ENSG00000151276	ENST00000463103	ENSPTRT00000104266
ENSG00000151276	ENST00000463103	ENSPTRT00000108261
ENSG00000151276	ENST00000463103	ENSPTRT00000028229
ENSG00000151276	ENST00000463103	ENSPTRT00000077965
ENSG00000151276	ENST00000463103	ENSPTRT00000108480
ENSG00000151276	ENST00000463103	ENSPTRT00000078149
ENSG00000151276	ENST00000463103	ENSPTRT00000080926
ENSG00000151276	ENST00000463103	ENSPTRT00000086092
ENSG00000151276	ENST00000483466	ENSPTRT00000078149
ENSG00000115648	ENST00000429898	ENSPTRT00000101710
ENSG00000115648	ENST00000429898	ENSPTRT00000084854
ENSG00000115648	ENST00000429898	ENSPTRT00000024249
ENSG00000115648	ENST00000429898	ENSPTRT00000076717
ENSG00000115648	ENST00000410032	ENSPTRT00000076717
ENSG00000115648	ENST00000264605	ENSPTRT00000101710
ENSG00000115648	ENST00000338530	ENSPTRT00000084854
ENSG00000115648	ENST00000409373	ENSPTRT00000024249
ENSG00000115648	ENST00000437893	ENSPTRT00000101710
ENSG00000115648	ENST00000437893	ENSPTRT00000084854
ENSG00000115648	ENST00000437893	ENSPTRT00000024249
ENSG00000115648	ENST00000437893	ENSPTRT00000076717
ENSG00000115648	ENST00000436965	ENSPTRT00000101710
ENSG00000115648	ENST00000436965	ENSPTRT00000084854
ENSG00000115648	ENST00000436965	ENSPTRT00000024249
ENSG00000115648	ENST00000436965	ENSPTRT00000076717
ENSG00000115648	ENST00000415753	ENSPTRT00000101710
ENSG00000115648	ENST00000415753	ENSPTRT00000084854
ENSG00000115648	ENST00000415753	ENSPTRT00000024249
ENSG00000115648	ENST00000415753	ENSPTRT00000076717
ENSG00000115648	ENST00000434770	ENSPTRT00000101710
ENSG00000115648	ENST00000434770	ENSPTRT00000084854
ENSG00000115648	ENST00000434770	ENSPTRT00000024249
ENSG00000115648	ENST00000434770	ENSPTRT00000076717
ENSG00000115648	ENST00000422695	ENSPTRT00000101710
ENSG00000115648	ENST00000422695	ENSPTRT00000084854
ENSG00000115648	ENST00000422695	ENSPTRT00000024249
ENSG00000115648	ENST00000422695	ENSPTRT00000076717
ENSG00000139329	ENST00000266718	ENSPTRT00000009722
ENSG00000154832	ENST00000412036	ENSPTRT00000018394
ENSG00000154832	ENST00000285106	ENSPTRT00000018394
ENSG00000154832	ENST00000589940	ENSPTRT00000018394
ENSG00000154832	ENST00000589548	ENSPTRT00000018394
ENSG00000154832	ENST00000673786	ENSPTRT00000018394
ENSG00000154832	ENST00000591474	ENSPTRT00000018394
ENSG00000154832	ENST00000591474	ENSPTRT00000102422
ENSG00000154832	ENST00000586837	ENSPTRT00000018394
ENSG00000154832	ENST00000586837	ENSPTRT00000102422
ENSG00000154832	ENST00000587396	ENSPTRT00000018394
ENSG00000154832	ENST00000587396	ENSPTRT00000102422
ENSG00000196455	ENST00000356763	ENSPTRT00000028739
ENSG00000196455	ENST00000508273	ENSPTRT00000028739
ENSG00000196455	ENST00000507330	ENSPTRT00000028739
ENSG00000196455	ENST00000512430	ENSPTRT00000028739
ENSG00000250317	ENST00000506197	ENSPTRT00000087111
ENSG00000250317	ENST00000514384	ENSPTRT00000087111
ENSG00000250317	ENST00000614775	ENSPTRT00000029791
ENSG00000165192	ENST00000380470	ENSPTRT00000040207
ENSG00000165192	ENST00000344384	ENSPTRT00000101007
ENSG00000165192	ENST00000480796	ENSPTRT00000040207
ENSG00000167969	ENST00000301729	ENSPTRT00000014099
ENSG00000167969	ENST00000562238	ENSPTRT00000014099
ENSG00000167969	ENST00000570258	ENSPTRT00000014099
ENSG00000167969	ENST00000566379	ENSPTRT00000014099
ENSG00000139926	ENST00000356218	ENSPTRT00000011611
ENSG00000139926	ENST00000395718	ENSPTRT00000011611
ENSG00000139926	ENST00000344768	ENSPTRT00000087153
ENSG00000139926	ENST00000554778	ENSPTRT00000011611
ENSG00000139926	ENST00000554778	ENSPTRT00000087153
ENSG00000139926	ENST00000557405	ENSPTRT00000011611
ENSG00000139926	ENST00000557405	ENSPTRT00000087153
ENSG00000139926	ENST00000555197	ENSPTRT00000011611
ENSG00000139926	ENST00000555197	ENSPTRT00000087153
ENSG00000139926	ENST00000555703	ENSPTRT00000011611
ENSG00000139926	ENST00000555703	ENSPTRT00000087153
ENSG00000139926	ENST00000553556	ENSPTRT00000011611
ENSG00000139926	ENST00000553556	ENSPTRT00000087153
ENSG00000155816	ENST00000447095	ENSPTRT00000081813
ENSG00000155816	ENST00000319653	ENSPTRT00000081813
ENSG00000155816	ENST00000441342	ENSPTRT00000081813
ENSG00000155816	ENST00000543681	ENSPTRT00000081813
ENSG00000155816	ENST00000545751	ENSPTRT00000081813
ENSG00000102984	ENST00000565516	ENSPTRT00000079003
ENSG00000102984	ENST00000562797	ENSPTRT00000079003
ENSG00000102984	ENST00000565843	ENSPTRT00000090562
ENSG00000102984	ENST00000568322	ENSPTRT00000090562
ENSG00000102984	ENST00000425432	ENSPTRT00000044214
ENSG00000102984	ENST00000313565	ENSPTRT00000079003
ENSG00000102984	ENST00000611294	ENSPTRT00000090562
ENSG00000102984	ENST00000446827	ENSPTRT00000079003
ENSG00000102984	ENST00000564134	ENSPTRT00000090562
ENSG00000102984	ENST00000565601	ENSPTRT00000044214
ENSG00000102984	ENST00000568666	ENSPTRT00000044214
ENSG00000172936	ENST00000651800	ENSPTRT00000098858
ENSG00000172936	ENST00000650112	ENSPTRT00000086162
ENSG00000172936	ENST00000396334	ENSPTRT00000097621
ENSG00000172936	ENST00000648963	ENSPTRT00000097621
ENSG00000172936	ENST00000424893	ENSPTRT00000027596
ENSG00000172936	ENST00000652213	ENSPTRT00000098858
ENSG00000172936	ENST00000495303	ENSPTRT00000086162
ENSG00000172936	ENST00000443433	ENSPTRT00000098858
ENSG00000172936	ENST00000421516	ENSPTRT00000097621
ENSG00000172936	ENST00000650905	ENSPTRT00000097621
ENSG00000172936	ENST00000652534	ENSPTRT00000097621
ENSG00000172936	ENST00000417037	ENSPTRT00000027596
ENSG00000091490	ENST00000399878	ENSPTRT00000029790
ENSG00000091490	ENST00000264868	ENSPTRT00000029790
ENSG00000091490	ENST00000502949	ENSPTRT00000090750
ENSG00000091490	ENST00000510448	ENSPTRT00000090750
ENSG00000091490	ENST00000510448	ENSPTRT00000029790
ENSG00000091490	ENST00000510448	ENSPTRT00000084662
ENSG00000091490	ENST00000507618	ENSPTRT00000090750
ENSG00000091490	ENST00000507618	ENSPTRT00000029790
ENSG00000091490	ENST00000507618	ENSPTRT00000084662
ENSG00000091490	ENST00000514321	ENSPTRT00000090750
ENSG00000091490	ENST00000514321	ENSPTRT00000029790
ENSG00000091490	ENST00000514321	ENSPTRT00000084662
ENSG00000091490	ENST00000510880	ENSPTRT00000090750
ENSG00000091490	ENST00000510880	ENSPTRT00000029790
ENSG00000091490	ENST00000510880	ENSPTRT00000084662
ENSG00000091490	ENST00000513691	ENSPTRT00000090750
ENSG00000091490	ENST00000513691	ENSPTRT00000029790
ENSG00000091490	ENST00000513691	ENSPTRT00000084662
ENSG00000091490	ENST00000514872	ENSPTRT00000090750
ENSG00000091490	ENST00000514872	ENSPTRT00000029790
ENSG00000091490	ENST00000514872	ENSPTRT00000084662
ENSG00000173157	ENST00000389420	ENSPTRT00000008963
ENSG00000173157	ENST00000549670	ENSPTRT00000083123
ENSG00000173157	ENST00000549670	ENSPTRT00000105550
ENSG00000173157	ENST00000549670	ENSPTRT00000095632
ENSG00000173157	ENST00000549670	ENSPTRT00000008963
ENSG00000173157	ENST00000549670	ENSPTRT00000078026
ENSG00000173157	ENST00000553158	ENSPTRT00000083123
ENSG00000173157	ENST00000553158	ENSPTRT00000105550
ENSG00000173157	ENST00000553158	ENSPTRT00000095632
ENSG00000173157	ENST00000553158	ENSPTRT00000008963
ENSG00000173157	ENST00000553158	ENSPTRT00000078026
ENSG00000173157	ENST00000395541	ENSPTRT00000083123
ENSG00000173157	ENST00000395541	ENSPTRT00000105550
ENSG00000173157	ENST00000395541	ENSPTRT00000095632
ENSG00000173157	ENST00000395541	ENSPTRT00000008963
ENSG00000173157	ENST00000395541	ENSPTRT00000078026
ENSG00000147872	ENST00000276914	ENSPTRT00000038497
ENSG00000147872	ENST00000434144	ENSPTRT00000103089
ENSG00000147872	ENST00000380465	ENSPTRT00000103089
ENSG00000147872	ENST00000380464	ENSPTRT00000103089
ENSG00000204843	ENST00000437375	ENSPTRT00000078283
ENSG00000204843	ENST00000437375	ENSPTRT00000022474
ENSG00000204843	ENST00000437375	ENSPTRT00000099843
ENSG00000204843	ENST00000437375	ENSPTRT00000089240
ENSG00000204843	ENST00000437375	ENSPTRT00000090683
ENSG00000204843	ENST00000437375	ENSPTRT00000083653
ENSG00000204843	ENST00000437375	ENSPTRT00000100494
ENSG00000204843	ENST00000413111	ENSPTRT00000078283
ENSG00000204843	ENST00000413111	ENSPTRT00000022474
ENSG00000204843	ENST00000413111	ENSPTRT00000099843
ENSG00000204843	ENST00000413111	ENSPTRT00000089240
ENSG00000204843	ENST00000413111	ENSPTRT00000090683
ENSG00000204843	ENST00000413111	ENSPTRT00000083653
ENSG00000204843	ENST00000413111	ENSPTRT00000100494
ENSG00000204843	ENST00000361874	ENSPTRT00000022474
ENSG00000204843	ENST00000421392	ENSPTRT00000078283
ENSG00000204843	ENST00000421392	ENSPTRT00000022474
ENSG00000204843	ENST00000421392	ENSPTRT00000099843
ENSG00000204843	ENST00000421392	ENSPTRT00000089240
ENSG00000204843	ENST00000421392	ENSPTRT00000090683
ENSG00000204843	ENST00000421392	ENSPTRT00000083653
ENSG00000204843	ENST00000421392	ENSPTRT00000100494
ENSG00000204843	ENST00000633691	ENSPTRT00000100494
ENSG00000204843	ENST00000440727	ENSPTRT00000078283
ENSG00000204843	ENST00000440727	ENSPTRT00000022474
ENSG00000204843	ENST00000440727	ENSPTRT00000099843
ENSG00000204843	ENST00000440727	ENSPTRT00000089240
ENSG00000204843	ENST00000440727	ENSPTRT00000090683
ENSG00000204843	ENST00000440727	ENSPTRT00000083653
ENSG00000204843	ENST00000440727	ENSPTRT00000100494
ENSG00000204843	ENST00000409438	ENSPTRT00000100494
ENSG00000204843	ENST00000449655	ENSPTRT00000078283
ENSG00000204843	ENST00000449655	ENSPTRT00000022474
ENSG00000204843	ENST00000449655	ENSPTRT00000099843
ENSG00000204843	ENST00000449655	ENSPTRT00000089240
ENSG00000204843	ENST00000449655	ENSPTRT00000090683
ENSG00000204843	ENST00000449655	ENSPTRT00000083653
ENSG00000204843	ENST00000449655	ENSPTRT00000100494
ENSG00000204843	ENST00000409240	ENSPTRT00000078283
ENSG00000204843	ENST00000394003	ENSPTRT00000099843
ENSG00000204843	ENST00000409868	ENSPTRT00000022474
ENSG00000204843	ENST00000628224	ENSPTRT00000022474
ENSG00000204843	ENST00000409567	ENSPTRT00000078283
ENSG00000204843	ENST00000458655	ENSPTRT00000078283
ENSG00000204843	ENST00000458655	ENSPTRT00000022474
ENSG00000204843	ENST00000458655	ENSPTRT00000099843
ENSG00000204843	ENST00000458655	ENSPTRT00000089240
ENSG00000204843	ENST00000458655	ENSPTRT00000090683
ENSG00000204843	ENST00000458655	ENSPTRT00000083653
ENSG00000204843	ENST00000458655	ENSPTRT00000100494
ENSG00000204843	ENST00000454119	ENSPTRT00000078283
ENSG00000204843	ENST00000454119	ENSPTRT00000022474
ENSG00000204843	ENST00000454119	ENSPTRT00000099843
ENSG00000204843	ENST00000454119	ENSPTRT00000089240
ENSG00000204843	ENST00000454119	ENSPTRT00000090683
ENSG00000204843	ENST00000454119	ENSPTRT00000083653
ENSG00000204843	ENST00000454119	ENSPTRT00000100494
ENSG00000204843	ENST00000417090	ENSPTRT00000078283
ENSG00000204843	ENST00000417090	ENSPTRT00000022474
ENSG00000204843	ENST00000417090	ENSPTRT00000099843
ENSG00000204843	ENST00000417090	ENSPTRT00000089240
ENSG00000204843	ENST00000417090	ENSPTRT00000090683
ENSG00000204843	ENST00000417090	ENSPTRT00000083653
ENSG00000204843	ENST00000417090	ENSPTRT00000100494
ENSG00000089163	ENST00000536460	ENSPTRT00000010148
ENSG00000089163	ENST00000202967	ENSPTRT00000010148
ENSG00000183570	ENST00000400314	ENSPTRT00000087147
ENSG00000183570	ENST00000400310	ENSPTRT00000067542
ENSG00000183570	ENST00000400309	ENSPTRT00000087147
ENSG00000183570	ENST00000400308	ENSPTRT00000107731
ENSG00000183570	ENST00000549265	ENSPTRT00000087147
ENSG00000183570	ENST00000549265	ENSPTRT00000067542
ENSG00000183570	ENST00000549265	ENSPTRT00000107731
ENSG00000183570	ENST00000549265	ENSPTRT00000094543
ENSG00000183570	ENST00000400305	ENSPTRT00000087147
ENSG00000183570	ENST00000400305	ENSPTRT00000067542
ENSG00000183570	ENST00000400305	ENSPTRT00000107731
ENSG00000183570	ENST00000400305	ENSPTRT00000094543
ENSG00000183570	ENST00000400304	ENSPTRT00000094543
ENSG00000183570	ENST00000449640	ENSPTRT00000094543
ENSG00000180875	ENST00000318160	ENSPTRT00000094280
ENSG00000170890	ENST00000308366	ENSPTRT00000010149
ENSG00000170890	ENST00000423423	ENSPTRT00000091436
ENSG00000170890	ENST00000549767	ENSPTRT00000010149
ENSG00000083312	ENST00000337273	ENSPTRT00000031475
ENSG00000083312	ENST00000523768	ENSPTRT00000099032
ENSG00000083312	ENST00000506351	ENSPTRT00000031475
ENSG00000083312	ENST00000605210	ENSPTRT00000105254
ENSG00000175354	ENST00000645191	ENSPTRT00000092482
ENSG00000175354	ENST00000592059	ENSPTRT00000104433
ENSG00000175354	ENST00000592059	ENSPTRT00000018156
ENSG00000175354	ENST00000592059	ENSPTRT00000095947
ENSG00000175354	ENST00000592059	ENSPTRT00000092482
ENSG00000175354	ENST00000327283	ENSPTRT00000104433
ENSG00000175354	ENST00000591901	ENSPTRT00000104433
ENSG00000175354	ENST00000591901	ENSPTRT00000018156
ENSG00000175354	ENST00000591901	ENSPTRT00000095947
ENSG00000175354	ENST00000591901	ENSPTRT00000092482
ENSG00000175354	ENST00000591115	ENSPTRT00000104433
ENSG00000175354	ENST00000353319	ENSPTRT00000018156
ENSG00000175354	ENST00000585666	ENSPTRT00000104433
ENSG00000175354	ENST00000585666	ENSPTRT00000018156
ENSG00000175354	ENST00000585666	ENSPTRT00000095947
ENSG00000175354	ENST00000585666	ENSPTRT00000092482
ENSG00000175354	ENST00000587703	ENSPTRT00000104433
ENSG00000175354	ENST00000587703	ENSPTRT00000018156
ENSG00000175354	ENST00000587703	ENSPTRT00000095947
ENSG00000175354	ENST00000587703	ENSPTRT00000092482
ENSG00000175354	ENST00000309660	ENSPTRT00000104433
ENSG00000175354	ENST00000591497	ENSPTRT00000092482
ENSG00000175354	ENST00000646492	ENSPTRT00000092482
ENSG00000156509	ENST00000428847	ENSPTRT00000059848
ENSG00000087076	ENST00000599157	ENSPTRT00000086696
ENSG00000087076	ENST00000595764	ENSPTRT00000020915
ENSG00000087076	ENST00000263278	ENSPTRT00000020915
ENSG00000087076	ENST00000596349	ENSPTRT00000086696
ENSG00000135097	ENST00000257552	ENSPTRT00000083024
ENSG00000135097	ENST00000546985	ENSPTRT00000010152
ENSG00000164291	ENST00000380009	ENSPTRT00000048019
ENSG00000164291	ENST00000504763	ENSPTRT00000076864
ENSG00000104299	ENST00000521022	ENSPTRT00000037276
ENSG00000104299	ENST00000416984	ENSPTRT00000083041
ENSG00000104299	ENST00000521777	ENSPTRT00000037276
ENSG00000104299	ENST00000517383	ENSPTRT00000092858
ENSG00000104299	ENST00000517383	ENSPTRT00000037276
ENSG00000104299	ENST00000517383	ENSPTRT00000083041
ENSG00000104299	ENST00000523436	ENSPTRT00000092858
ENSG00000104299	ENST00000523436	ENSPTRT00000037276
ENSG00000104299	ENST00000523436	ENSPTRT00000083041
ENSG00000104299	ENST00000524081	ENSPTRT00000092858
ENSG00000104299	ENST00000524081	ENSPTRT00000037276
ENSG00000104299	ENST00000524081	ENSPTRT00000083041
ENSG00000104299	ENST00000520184	ENSPTRT00000092858
ENSG00000104299	ENST00000520184	ENSPTRT00000037276
ENSG00000104299	ENST00000520184	ENSPTRT00000083041
ENSG00000147669	ENST00000353107	ENSPTRT00000037874
ENSG00000147669	ENST00000522439	ENSPTRT00000037874
ENSG00000111596	ENST00000549750	ENSPTRT00000087397
ENSG00000111596	ENST00000549750	ENSPTRT00000066301
ENSG00000111596	ENST00000549750	ENSPTRT00000092260
ENSG00000111596	ENST00000549750	ENSPTRT00000078868
ENSG00000111596	ENST00000549750	ENSPTRT00000092735
ENSG00000111596	ENST00000549750	ENSPTRT00000106838
ENSG00000111596	ENST00000229195	ENSPTRT00000087397
ENSG00000111596	ENST00000551043	ENSPTRT00000087397
ENSG00000111596	ENST00000547780	ENSPTRT00000087397
ENSG00000111596	ENST00000547780	ENSPTRT00000066301
ENSG00000111596	ENST00000547780	ENSPTRT00000092260
ENSG00000111596	ENST00000547780	ENSPTRT00000078868
ENSG00000111596	ENST00000547780	ENSPTRT00000092735
ENSG00000111596	ENST00000547780	ENSPTRT00000106838
ENSG00000111596	ENST00000547867	ENSPTRT00000087397
ENSG00000111596	ENST00000547867	ENSPTRT00000066301
ENSG00000111596	ENST00000547867	ENSPTRT00000092260
ENSG00000111596	ENST00000547867	ENSPTRT00000078868
ENSG00000111596	ENST00000547867	ENSPTRT00000092735
ENSG00000111596	ENST00000547867	ENSPTRT00000106838
ENSG00000111596	ENST00000418359	ENSPTRT00000087397
ENSG00000111596	ENST00000551873	ENSPTRT00000087397
ENSG00000111596	ENST00000551873	ENSPTRT00000066301
ENSG00000111596	ENST00000551873	ENSPTRT00000092260
ENSG00000111596	ENST00000551873	ENSPTRT00000078868
ENSG00000111596	ENST00000551873	ENSPTRT00000092735
ENSG00000111596	ENST00000551873	ENSPTRT00000106838
ENSG00000111596	ENST00000550160	ENSPTRT00000092735
ENSG00000111596	ENST00000550194	ENSPTRT00000087397
ENSG00000111596	ENST00000550194	ENSPTRT00000066301
ENSG00000111596	ENST00000550194	ENSPTRT00000092260
ENSG00000111596	ENST00000550194	ENSPTRT00000078868
ENSG00000111596	ENST00000550194	ENSPTRT00000092735
ENSG00000111596	ENST00000550194	ENSPTRT00000106838
ENSG00000111596	ENST00000551132	ENSPTRT00000087397
ENSG00000111596	ENST00000551132	ENSPTRT00000066301
ENSG00000111596	ENST00000551132	ENSPTRT00000092260
ENSG00000111596	ENST00000551132	ENSPTRT00000078868
ENSG00000111596	ENST00000551132	ENSPTRT00000092735
ENSG00000111596	ENST00000551132	ENSPTRT00000106838
ENSG00000111596	ENST00000552151	ENSPTRT00000087397
ENSG00000111596	ENST00000552151	ENSPTRT00000066301
ENSG00000111596	ENST00000552151	ENSPTRT00000092260
ENSG00000111596	ENST00000552151	ENSPTRT00000078868
ENSG00000111596	ENST00000552151	ENSPTRT00000092735
ENSG00000111596	ENST00000552151	ENSPTRT00000106838
ENSG00000111596	ENST00000552915	ENSPTRT00000087397
ENSG00000111596	ENST00000552915	ENSPTRT00000066301
ENSG00000111596	ENST00000552915	ENSPTRT00000092260
ENSG00000111596	ENST00000552915	ENSPTRT00000078868
ENSG00000111596	ENST00000552915	ENSPTRT00000092735
ENSG00000111596	ENST00000552915	ENSPTRT00000106838
ENSG00000111596	ENST00000551483	ENSPTRT00000087397
ENSG00000111596	ENST00000551483	ENSPTRT00000066301
ENSG00000111596	ENST00000551483	ENSPTRT00000092260
ENSG00000111596	ENST00000551483	ENSPTRT00000078868
ENSG00000111596	ENST00000551483	ENSPTRT00000092735
ENSG00000111596	ENST00000551483	ENSPTRT00000106838
ENSG00000111596	ENST00000550641	ENSPTRT00000092260
ENSG00000111596	ENST00000552599	ENSPTRT00000087397
ENSG00000111596	ENST00000552599	ENSPTRT00000066301
ENSG00000111596	ENST00000552599	ENSPTRT00000092260
ENSG00000111596	ENST00000552599	ENSPTRT00000078868
ENSG00000111596	ENST00000552599	ENSPTRT00000092735
ENSG00000111596	ENST00000552599	ENSPTRT00000106838
ENSG00000111596	ENST00000552231	ENSPTRT00000087397
ENSG00000111596	ENST00000548338	ENSPTRT00000087397
ENSG00000111596	ENST00000548338	ENSPTRT00000066301
ENSG00000111596	ENST00000548338	ENSPTRT00000092260
ENSG00000111596	ENST00000548338	ENSPTRT00000078868
ENSG00000111596	ENST00000548338	ENSPTRT00000092735
ENSG00000111596	ENST00000548338	ENSPTRT00000106838
ENSG00000111596	ENST00000552483	ENSPTRT00000087397
ENSG00000111596	ENST00000552483	ENSPTRT00000066301
ENSG00000111596	ENST00000552483	ENSPTRT00000092260
ENSG00000111596	ENST00000552483	ENSPTRT00000078868
ENSG00000111596	ENST00000552483	ENSPTRT00000092735
ENSG00000111596	ENST00000552483	ENSPTRT00000106838
ENSG00000111596	ENST00000551710	ENSPTRT00000087397
ENSG00000111596	ENST00000551710	ENSPTRT00000066301
ENSG00000111596	ENST00000551710	ENSPTRT00000092260
ENSG00000111596	ENST00000551710	ENSPTRT00000078868
ENSG00000111596	ENST00000551710	ENSPTRT00000092735
ENSG00000111596	ENST00000551710	ENSPTRT00000106838
ENSG00000111596	ENST00000548159	ENSPTRT00000087397
ENSG00000067208	ENST00000370331	ENSPTRT00000108330
ENSG00000067208	ENST00000491940	ENSPTRT00000108330
ENSG00000067208	ENST00000491940	ENSPTRT00000001813
ENSG00000067208	ENST00000491940	ENSPTRT00000076436
ENSG00000067208	ENST00000540033	ENSPTRT00000001813
ENSG00000180879	ENST00000370087	ENSPTRT00000092995
ENSG00000180879	ENST00000370086	ENSPTRT00000092995
ENSG00000180879	ENST00000370085	ENSPTRT00000091957
ENSG00000180879	ENST00000320857	ENSPTRT00000092995
ENSG00000155729	ENST00000359878	ENSPTRT00000023690
ENSG00000155729	ENST00000409157	ENSPTRT00000023690
ENSG00000115414	ENST00000456923	ENSPTRT00000043828
ENSG00000115414	ENST00000456923	ENSPTRT00000093539
ENSG00000115414	ENST00000456923	ENSPTRT00000090195
ENSG00000115414	ENST00000456923	ENSPTRT00000084950
ENSG00000115414	ENST00000456923	ENSPTRT00000098975
ENSG00000115414	ENST00000438981	ENSPTRT00000043828
ENSG00000115414	ENST00000438981	ENSPTRT00000093539
ENSG00000115414	ENST00000438981	ENSPTRT00000090195
ENSG00000115414	ENST00000438981	ENSPTRT00000084950
ENSG00000115414	ENST00000438981	ENSPTRT00000098975
ENSG00000115414	ENST00000421182	ENSPTRT00000084950
ENSG00000115414	ENST00000426059	ENSPTRT00000043828
ENSG00000115414	ENST00000426059	ENSPTRT00000093539
ENSG00000115414	ENST00000426059	ENSPTRT00000090195
ENSG00000115414	ENST00000426059	ENSPTRT00000084950
ENSG00000115414	ENST00000426059	ENSPTRT00000098975
ENSG00000115414	ENST00000323926	ENSPTRT00000093539
ENSG00000115414	ENST00000359671	ENSPTRT00000090195
ENSG00000115414	ENST00000336916	ENSPTRT00000090195
ENSG00000115414	ENST00000357867	ENSPTRT00000043828
ENSG00000115414	ENST00000357867	ENSPTRT00000093539
ENSG00000115414	ENST00000357867	ENSPTRT00000090195
ENSG00000115414	ENST00000357867	ENSPTRT00000084950
ENSG00000115414	ENST00000357867	ENSPTRT00000098975
ENSG00000115414	ENST00000354785	ENSPTRT00000043828
ENSG00000115414	ENST00000446046	ENSPTRT00000090195
ENSG00000115414	ENST00000443816	ENSPTRT00000084950
ENSG00000115414	ENST00000432072	ENSPTRT00000043828
ENSG00000115414	ENST00000432072	ENSPTRT00000093539
ENSG00000115414	ENST00000432072	ENSPTRT00000090195
ENSG00000115414	ENST00000432072	ENSPTRT00000084950
ENSG00000115414	ENST00000432072	ENSPTRT00000098975
ENSG00000115414	ENST00000356005	ENSPTRT00000084950
ENSG00000110076	ENST00000301894	ENSPTRT00000082708
ENSG00000110076	ENST00000377559	ENSPTRT00000093351
ENSG00000110076	ENST00000265459	ENSPTRT00000091520
ENSG00000110076	ENST00000409571	ENSPTRT00000091520
ENSG00000110076	ENST00000423049	ENSPTRT00000110299
ENSG00000110076	ENST00000442300	ENSPTRT00000091520
ENSG00000110076	ENST00000442300	ENSPTRT00000093351
ENSG00000110076	ENST00000442300	ENSPTRT00000082708
ENSG00000110076	ENST00000442300	ENSPTRT00000007180
ENSG00000110076	ENST00000442300	ENSPTRT00000082883
ENSG00000110076	ENST00000442300	ENSPTRT00000092525
ENSG00000110076	ENST00000442300	ENSPTRT00000110299
ENSG00000110076	ENST00000417749	ENSPTRT00000091520
ENSG00000110076	ENST00000417749	ENSPTRT00000093351
ENSG00000110076	ENST00000417749	ENSPTRT00000082708
ENSG00000110076	ENST00000417749	ENSPTRT00000007180
ENSG00000110076	ENST00000417749	ENSPTRT00000082883
ENSG00000110076	ENST00000417749	ENSPTRT00000092525
ENSG00000110076	ENST00000417749	ENSPTRT00000110299
ENSG00000110076	ENST00000437746	ENSPTRT00000091520
ENSG00000110076	ENST00000437746	ENSPTRT00000093351
ENSG00000110076	ENST00000437746	ENSPTRT00000082708
ENSG00000110076	ENST00000437746	ENSPTRT00000007180
ENSG00000110076	ENST00000437746	ENSPTRT00000082883
ENSG00000110076	ENST00000437746	ENSPTRT00000092525
ENSG00000110076	ENST00000437746	ENSPTRT00000110299
ENSG00000197498	ENST00000441448	ENSPTRT00000079064
ENSG00000197498	ENST00000425871	ENSPTRT00000079064
ENSG00000081479	ENST00000649046	ENSPTRT00000023363
ENSG00000081479	ENST00000443831	ENSPTRT00000110553
ENSG00000182901	ENST00000440928	ENSPTRT00000077769
ENSG00000182901	ENST00000348120	ENSPTRT00000077769
ENSG00000182901	ENST00000366563	ENSPTRT00000011912
ENSG00000182901	ENST00000366564	ENSPTRT00000080418
ENSG00000182901	ENST00000366565	ENSPTRT00000106313
ENSG00000134569	ENST00000378623	ENSPTRT00000104889
ENSG00000134569	ENST00000534404	ENSPTRT00000104889
ENSG00000134569	ENST00000534404	ENSPTRT00000095127
ENSG00000134569	ENST00000534404	ENSPTRT00000006688
ENSG00000134569	ENST00000534404	ENSPTRT00000108067
ENSG00000163535	ENST00000418045	ENSPTRT00000045534
ENSG00000163535	ENST00000357799	ENSPTRT00000045534
ENSG00000163535	ENST00000409203	ENSPTRT00000045534
ENSG00000065809	ENST00000479731	ENSPTRT00000089994
ENSG00000065809	ENST00000622567	ENSPTRT00000089994
ENSG00000065809	ENST00000468492	ENSPTRT00000089994
ENSG00000065809	ENST00000378470	ENSPTRT00000089994
ENSG00000065809	ENST00000452706	ENSPTRT00000089994
ENSG00000065809	ENST00000181796	ENSPTRT00000087750
ENSG00000065809	ENST00000489100	ENSPTRT00000089994
ENSG00000065809	ENST00000468747	ENSPTRT00000089994
ENSG00000065809	ENST00000494865	ENSPTRT00000089994
ENSG00000065809	ENST00000378467	ENSPTRT00000089994
ENSG00000065809	ENST00000475786	ENSPTRT00000089994
ENSG00000065809	ENST00000378465	ENSPTRT00000089994
ENSG00000065809	ENST00000488576	ENSPTRT00000089994
ENSG00000065809	ENST00000378458	ENSPTRT00000089994
ENSG00000065809	ENST00000442012	ENSPTRT00000089994
ENSG00000065809	ENST00000478076	ENSPTRT00000089994
ENSG00000065809	ENST00000482277	ENSPTRT00000089994
ENSG00000065809	ENST00000378462	ENSPTRT00000089994
ENSG00000065809	ENST00000472095	ENSPTRT00000089994
ENSG00000065809	ENST00000496330	ENSPTRT00000089994
ENSG00000182149	ENST00000538850	ENSPTRT00000085197
ENSG00000182149	ENST00000541918	ENSPTRT00000094198
ENSG00000182149	ENST00000568581	ENSPTRT00000089987
ENSG00000182149	ENST00000534994	ENSPTRT00000090882
