ENSG00000143954	ENSPTRG00000012112
ENSG00000162738	ENSPTRG00000001552
ENSG00000111816	ENSPTRG00000018521
ENSG00000124227	ENSPTRG00000013668
ENSG00000136051	ENSPTRG00000005383
ENSG00000130700	ENSPTRG00000013711
ENSG00000096401	ENSPTRG00000018224
ENSG00000064932	ENSPTRG00000010185
ENSG00000030110	ENSPTRG00000018053
ENSG00000105507	ENSPTRG00000011222
ENSG00000152760	ENSPTRG00000050524
ENSG00000011143	ENSPTRG00000009447
ENSG00000108352	ENSPTRG00000009116
ENSG00000115904	ENSPTRG00000011857
ENSG00000161016	ENSPTRG00000020716
ENSG00000115526	ENSPTRG00000012284
ENSG00000142408	ENSPTRG00000009560
ENSG00000197037	ENSPTRG00000023744
ENSG00000158828	ENSPTRG00000000291
ENSG00000137880	ENSPTRG00000006928
ENSG00000166452	ENSPTRG00000003337
ENSG00000072201	ENSPTRG00000016062
ENSG00000176101	ENSPTRG00000021599
ENSG00000183844	ENSPTRG00000013925
ENSG00000134452	ENSPTRG00000002261
ENSG00000176248	ENSPTRG00000021597
ENSG00000166140	ENSPTRG00000006931
ENSG00000107611	ENSPTRG00000002326
ENSG00000170419	ENSPTRG00000019194
ENSG00000166482	ENSPTRG00000051486
ENSG00000157796	ENSPTRG00000015990
ENSG00000172878	ENSPTRG00000012638
ENSG00000087263	ENSPTRG00000023015
ENSG00000196284	ENSPTRG00000023379
ENSG00000100239	ENSPTRG00000014540
ENSG00000163374	ENSPTRG00000001429
ENSG00000115840	ENSPTRG00000012636
ENSG00000134460	ENSPTRG00000002263
ENSG00000187595	ENSPTRG00000009190
ENSG00000180613	ENSPTRG00000016065
ENSG00000162739	ENSPTRG00000001554
ENSG00000267221	ENSPTRG00000046977
ENSG00000151131	ENSPTRG00000005381
ENSG00000115756	ENSPTRG00000011649
ENSG00000168256	ENSPTRG00000009189
ENSG00000145050	ENSPTRG00000014971
ENSG00000077092	ENSPTRG00000014698
ENSG00000048405	ENSPTRG00000019649
ENSG00000198830	ENSPTRG00000048833
ENSG00000124813	ENSPTRG00000018228
ENSG00000166484	ENSPTRG00000008867
ENSG00000125124	ENSPTRG00000008133
ENSG00000136010	ENSPTRG00000005382
ENSG00000186310	ENSPTRG00000022080
ENSG00000170153	ENSPTRG00000016465
ENSG00000157168	ENSPTRG00000020146
ENSG00000128708	ENSPTRG00000012637
ENSG00000179083	ENSPTRG00000044529
ENSG00000176029	ENSPTRG00000003338
ENSG00000136247	ENSPTRG00000018915
ENSG00000177576	ENSPTRG00000033700
ENSG00000188277	ENSPTRG00000045114
ENSG00000138434	ENSPTRG00000012703
ENSG00000104129	ENSPTRG00000006929
ENSG00000145041	ENSPTRG00000014973
ENSG00000265681	ENSPTRG00000050410
ENSG00000172410	ENSPTRG00000000835
ENSG00000168594	ENSPTRG00000016608
ENSG00000110422	ENSPTRG00000003486
ENSG00000066294	ENSPTRG00000049432
ENSG00000174373	ENSPTRG00000006268
ENSG00000197933	ENSPTRG00000052391
ENSG00000178425	ENSPTRG00000018523
ENSG00000137312	ENSPTRG00000017940
ENSG00000168259	ENSPTRG00000009188
ENSG00000108641	ENSPTRG00000008866
ENSG00000134853	ENSPTRG00000016066
ENSG00000259956	ENSPTRG00000050387
ENSG00000167005	ENSPTRG00000008131
ENSG00000123500	ENSPTRG00000018524
ENSG00000077097	ENSPTRG00000014699
ENSG00000167394	ENSPTRG00000008028
ENSG00000198797	ENSPTRG00000024127
ENSG00000175756	ENSPTRG00000000027
ENSG00000187889	ENSPTRG00000000790
ENSG00000157540	ENSPTRG00000013901
ENSG00000125813	ENSPTRG00000013311
ENSG00000091583	ENSPTRG00000009556
ENSG00000102794	ENSPTRG00000005939
ENSG00000115468	ENSPTRG00000045721
ENSG00000188906	ENSPTRG00000004828
ENSG00000134470	ENSPTRG00000002262
ENSG00000040608	ENSPTRG00000014079
ENSG00000171495	ENSPTRG00000016825
ENSG00000106536	ENSPTRG00000019105
ENSG00000143353	ENSPTRG00000001993
ENSG00000144445	ENSPTRG00000012875
ENSG00000154229	ENSPTRG00000009557
ENSG00000186260	ENSPTRG00000007791
ENSG00000067167	ENSPTRG00000020334
ENSG00000145868	ENSPTRG00000017388
ENSG00000128567	ENSPTRG00000019705
ENSG00000123453	ENSPTRG00000021522
ENSG00000161526	ENSPTRG00000009652
ENSG00000137203	ENSPTRG00000017714
ENSG00000184911	ENSPTRG00000022030
ENSG00000075429	ENSPTRG00000009559
ENSG00000173786	ENSPTRG00000009187
ENSG00000072134	ENSPTRG00000008865
ENSG00000075461	ENSPTRG00000050081
ENSG00000152266	ENSPTRG00000003379
ENSG00000117595	ENSPTRG00000001941
ENSG00000174106	ENSPTRG00000005180
ENSG00000167693	ENSPTRG00000008513
ENSG00000149596	ENSPTRG00000047332
ENSG00000174473	ENSPTRG00000016595
ENSG00000107897	ENSPTRG00000002380
ENSG00000185630	ENSPTRG00000001611
ENSG00000167588	ENSPTRG00000004925
ENSG00000167397	ENSPTRG00000008031
ENSG00000107614	ENSPTRG00000002327
ENSG00000183853	ENSPTRG00000001495
ENSG00000144645	ENSPTRG00000014714
ENSG00000172888	ENSPTRG00000044761
ENSG00000168297	ENSPTRG00000015058
ENSG00000187713	ENSPTRG00000052099
ENSG00000151006	ENSPTRG00000031216
ENSG00000176058	ENSPTRG00000021600
ENSG00000197044	ENSPTRG00000023924
ENSG00000135502	ENSPTRG00000050038
ENSG00000167395	ENSPTRG00000008029
ENSG00000135365	ENSPTRG00000003542
ENSG00000174576	ENSPTRG00000003923
ENSG00000047365	ENSPTRG00000015973
ENSG00000071553	ENSPTRG00000022435
ENSG00000170836	ENSPTRG00000009487
ENSG00000157613	ENSPTRG00000003543
ENSG00000165102	ENSPTRG00000020217
ENSG00000144648	ENSPTRG00000030268
ENSG00000095752	ENSPTRG00000011502
ENSG00000137563	ENSPTRG00000020293
ENSG00000186575	ENSPTRG00000014227
ENSG00000152763	ENSPTRG00000043837
ENSG00000166669	ENSPTRG00000007755
ENSG00000157131	ENSPTRG00000000791
ENSG00000135454	ENSPTRG00000005143
ENSG00000160472	ENSPTRG00000011504
ENSG00000125459	ENSPTRG00000001428
ENSG00000164081	ENSPTRG00000043742
ENSG00000174796	ENSPTRG00000039569
ENSG00000064763	ENSPTRG00000004796
ENSG00000197385	ENSPTRG00000011428
ENSG00000182541	ENSPTRG00000014266
ENSG00000187997	ENSPTRG00000009702
ENSG00000182983	ENSPTRG00000052774
ENSG00000178567	ENSPTRG00000042530
ENSG00000126247	ENSPTRG00000010887
ENSG00000000971	ENSPTRG00000001799
ENSG00000109586	ENSPTRG00000016596
ENSG00000086717	ENSPTRG00000021714
ENSG00000140575	ENSPTRG00000007455
ENSG00000171813	ENSPTRG00000029653
ENSG00000115263	ENSPTRG00000012580
ENSG00000010282	ENSPTRG00000014800
ENSG00000196776	ENSPTRG00000015188
ENSG00000187189	ENSPTRG00000023905
ENSG00000266472	ENSPTRG00000034372
ENSG00000177535	ENSPTRG00000002199
ENSG00000164080	ENSPTRG00000014974
ENSG00000163743	ENSPTRG00000016170
ENSG00000165376	ENSPTRG00000022156
ENSG00000124721	ENSPTRG00000018129
ENSG00000082516	ENSPTRG00000017452
ENSG00000147223	ENSPTRG00000022155
ENSG00000087502	ENSPTRG00000048445
ENSG00000132823	ENSPTRG00000013514
ENSG00000204640	ENSPTRG00000030401
ENSG00000140022	ENSPTRG00000006598
ENSG00000108639	ENSPTRG00000043444
ENSG00000197497	ENSPTRG00000011409
ENSG00000102606	ENSPTRG00000006039
ENSG00000078098	ENSPTRG00000012581
ENSG00000133138	ENSPTRG00000022153
ENSG00000197140	ENSPTRG00000031006
ENSG00000131979	ENSPTRG00000006365
ENSG00000099625	ENSPTRG00000010188
ENSG00000188566	ENSPTRG00000024013
ENSG00000203879	ENSPTRG00000028169
ENSG00000132376	ENSPTRG00000008525
ENSG00000117597	ENSPTRG00000001942
ENSG00000196616	ENSPTRG00000039360
ENSG00000187955	ENSPTRG00000020539
ENSG00000118046	ENSPTRG00000010187
ENSG00000164010	ENSPTRG00000000621
ENSG00000047188	ENSPTRG00000017143
ENSG00000177370	ENSPTRG00000008517
ENSG00000133131	ENSPTRG00000022157
ENSG00000005001	ENSPTRG00000007669
ENSG00000120899	ENSPTRG00000020104
ENSG00000159842	ENSPTRG00000008518
ENSG00000005961	ENSPTRG00000009277
ENSG00000144649	ENSPTRG00000014806
ENSG00000152591	ENSPTRG00000016261
ENSG00000164830	ENSPTRG00000020501
ENSG00000152592	ENSPTRG00000016262
ENSG00000100290	ENSPTRG00000014467
ENSG00000135436	ENSPTRG00000004911
ENSG00000177868	ENSPTRG00000045258
ENSG00000173681	ENSPTRG00000021725
ENSG00000164008	ENSPTRG00000000618
ENSG00000187123	ENSPTRG00000012524
ENSG00000124209	ENSPTRG00000044969
ENSG00000102805	ENSPTRG00000005940
ENSG00000004059	ENSPTRG00000019651
ENSG00000110844	ENSPTRG00000004912
ENSG00000110427	ENSPTRG00000003487
ENSG00000180432	ENSPTRG00000014804
ENSG00000155657	ENSPTRG00000012691
ENSG00000166930	ENSPTRG00000003714
ENSG00000248385	ENSPTRG00000041141
ENSG00000021300	ENSPTRG00000004047
ENSG00000213066	ENSPTRG00000033965
ENSG00000140416	ENSPTRG00000007141
ENSG00000102974	ENSPTRG00000008235
ENSG00000212864	ENSPTRG00000044389
ENSG00000197191	ENSPTRG00000024338
ENSG00000198000	ENSPTRG00000021109
ENSG00000103042	ENSPTRG00000008184
ENSG00000233198	ENSPTRG00000039335
ENSG00000183486	ENSPTRG00000013927
ENSG00000005812	ENSPTRG00000022568
ENSG00000124194	ENSPTRG00000013515
ENSG00000163817	ENSPTRG00000014839
ENSG00000106328	ENSPTRG00000019652
ENSG00000105499	ENSPTRG00000011223
ENSG00000116044	ENSPTRG00000012677
ENSG00000101187	ENSPTRG00000013715
ENSG00000179562	ENSPTRG00000019650
ENSG00000103415	ENSPTRG00000007720
ENSG00000161791	ENSPTRG00000004913
ENSG00000205111	ENSPTRG00000030509
ENSG00000139219	ENSPTRG00000004871
ENSG00000204520	ENSPTRG00000017957
ENSG00000126091	ENSPTRG00000000644
ENSG00000005381	ENSPTRG00000009449
ENSG00000006451	ENSPTRG00000019108
ENSG00000150625	ENSPTRG00000016609
ENSG00000152409	ENSPTRG00000017025
ENSG00000125877	ENSPTRG00000013194
ENSG00000171295	ENSPTRG00000051327
ENSG00000188820	ENSPTRG00000018530
ENSG00000124160	ENSPTRG00000013579
ENSG00000156738	ENSPTRG00000003715
ENSG00000100294	ENSPTRG00000014468
ENSG00000189241	ENSPTRG00000018528
ENSG00000197601	ENSPTRG00000024190
ENSG00000197296	ENSPTRG00000013516
ENSG00000213928	ENSPTRG00000034494
ENSG00000197183	ENSPTRG00000044114
ENSG00000071203	ENSPTRG00000003716
ENSG00000099624	ENSPTRG00000010190
ENSG00000114446	ENSPTRG00000015189
ENSG00000108106	ENSPTRG00000011507
ENSG00000105875	ENSPTRG00000019725
ENSG00000118257	ENSPTRG00000012839
ENSG00000139624	ENSPTRG00000004927
ENSG00000158473	ENSPTRG00000001497
ENSG00000132518	ENSPTRG00000008720
ENSG00000167900	ENSPTRG00000009704
ENSG00000108107	ENSPTRG00000011505
ENSG00000071537	ENSPTRG00000006599
ENSG00000169224	ENSPTRG00000050061
ENSG00000205177	ENSPTRG00000003489
ENSG00000186352	ENSPTRG00000016651
ENSG00000139644	ENSPTRG00000004914
ENSG00000162076	ENSPTRG00000007670
ENSG00000021852	ENSPTRG00000000792
ENSG00000134243	ENSPTRG00000001046
ENSG00000109775	ENSPTRG00000016652
ENSG00000128185	ENSPTRG00000014080
ENSG00000105289	ENSPTRG00000010274
ENSG00000158850	ENSPTRG00000001575
ENSG00000189060	ENSPTRG00000039392
ENSG00000158477	ENSPTRG00000001498
ENSG00000135679	ENSPTRG00000005203
ENSG00000162600	ENSPTRG00000049936
ENSG00000204979	ENSPTRG00000028623
ENSG00000162542	ENSPTRG00000000272
ENSG00000114455	ENSPTRG00000015190
ENSG00000110717	ENSPTRG00000003978
ENSG00000150722	ENSPTRG00000012705
ENSG00000101017	ENSPTRG00000049543
ENSG00000145569	ENSPTRG00000045722
ENSG00000186566	ENSPTRG00000009278
ENSG00000182022	ENSPTRG00000023167
ENSG00000197437	ENSPTRG00000024052
ENSG00000148204	ENSPTRG00000021348
ENSG00000153230	ENSPTRG00000030071
ENSG00000269502	ENSPTRG00000042946
ENSG00000153406	ENSPTRG00000007719
ENSG00000137561	ENSPTRG00000020294
ENSG00000221888	ENSPTRG00000039175
ENSG00000102317	ENSPTRG00000021864
ENSG00000151208	ENSPTRG00000002663
ENSG00000169214	ENSPTRG00000002205
ENSG00000146416	ENSPTRG00000018666
ENSG00000177476	ENSPTRG00000030073
ENSG00000173406	ENSPTRG00000000793
ENSG00000198569	ENSPTRG00000023766
ENSG00000119522	ENSPTRG00000021349
ENSG00000134313	ENSPTRG00000011633
ENSG00000197928	ENSPTRG00000023083
ENSG00000071859	ENSPTRG00000022437
ENSG00000101074	ENSPTRG00000013517
ENSG00000167470	ENSPTRG00000046081
ENSG00000164076	ENSPTRG00000014940
ENSG00000106078	ENSPTRG00000019192
ENSG00000140471	ENSPTRG00000023792
ENSG00000172867	ENSPTRG00000004987
ENSG00000029559	ENSPTRG00000016263
ENSG00000116785	ENSPTRG00000001800
ENSG00000100139	ENSPTRG00000014354
ENSG00000100300	ENSPTRG00000014469
ENSG00000146576	ENSPTRG00000018917
ENSG00000167258	ENSPTRG00000009093
ENSG00000011132	ENSPTRG00000010275
ENSG00000149600	ENSPTRG00000013383
ENSG00000147592	ENSPTRG00000020336
ENSG00000143224	ENSPTRG00000001574
ENSG00000117228	ENSPTRG00000000935
ENSG00000113369	ENSPTRG00000017072
ENSG00000152413	ENSPTRG00000017026
ENSG00000100911	ENSPTRG00000006196
ENSG00000167768	ENSPTRG00000046630
ENSG00000183475	ENSPTRG00000007507
ENSG00000117090	ENSPTRG00000001556
ENSG00000166483	ENSPTRG00000003350
ENSG00000188163	ENSPTRG00000022939
ENSG00000189182	ENSPTRG00000004988
ENSG00000186105	ENSPTRG00000040740
ENSG00000183077	ENSPTRG00000009705
ENSG00000120802	ENSPTRG00000005331
ENSG00000188229	ENSPTRG00000023373
ENSG00000172845	ENSPTRG00000012647
ENSG00000236609	ENSPTRG00000043650
ENSG00000158481	ENSPTRG00000001499
ENSG00000086200	ENSPTRG00000016915
ENSG00000135631	ENSPTRG00000012057
ENSG00000173273	ENSPTRG00000019972
ENSG00000101868	ENSPTRG00000021753
ENSG00000182077	ENSPTRG00000002383
ENSG00000076321	ENSPTRG00000001696
ENSG00000066651	ENSPTRG00000018577
ENSG00000197768	ENSPTRG00000024223
ENSG00000120341	ENSPTRG00000042690
ENSG00000149654	ENSPTRG00000013581
ENSG00000069482	ENSPTRG00000003985
ENSG00000144040	ENSPTRG00000012056
ENSG00000154124	ENSPTRG00000016738
ENSG00000128346	ENSPTRG00000014355
ENSG00000082515	ENSPTRG00000051589
ENSG00000105497	ENSPTRG00000011389
ENSG00000116670	ENSPTRG00000000149
ENSG00000168288	ENSPTRG00000012525
ENSG00000198554	ENSPTRG00000006366
ENSG00000185252	ENSPTRG00000014083
ENSG00000184261	ENSPTRG00000044458
ENSG00000095002	ENSPTRG00000050712
ENSG00000143469	ENSPTRG00000001943
ENSG00000180340	ENSPTRG00000009279
ENSG00000100146	ENSPTRG00000014357
ENSG00000100116	ENSPTRG00000014348
ENSG00000144821	ENSPTRG00000015191
ENSG00000134363	ENSPTRG00000016863
ENSG00000103642	ENSPTRG00000007143
ENSG00000146857	ENSPTRG00000019726
ENSG00000127603	ENSPTRG00000043118
ENSG00000100142	ENSPTRG00000014356
ENSG00000108878	ENSPTRG00000009561
ENSG00000106258	ENSPTRG00000019458
ENSG00000254415	ENSPTRG00000050548
ENSG00000160293	ENSPTRG00000021525
ENSG00000086189	ENSPTRG00000016914
ENSG00000137462	ENSPTRG00000016528
ENSG00000178828	ENSPTRG00000000274
ENSG00000152595	ENSPTRG00000016264
ENSG00000186908	ENSPTRG00000005243
ENSG00000169914	ENSPTRG00000000275
ENSG00000184005	ENSPTRG00000000875
ENSG00000120694	ENSPTRG00000005760
ENSG00000158485	ENSPTRG00000001500
ENSG00000162761	ENSPTRG00000001612
ENSG00000117069	ENSPTRG00000000877
ENSG00000174238	ENSPTRG00000008526
ENSG00000088325	ENSPTRG00000013360
ENSG00000115762	ENSPTRG00000012461
ENSG00000111241	ENSPTRG00000046747
ENSG00000153495	ENSPTRG00000006041
ENSG00000131264	ENSPTRG00000022032
ENSG00000185728	ENSPTRG00000049135
ENSG00000059122	ENSPTRG00000007671
ENSG00000136044	ENSPTRG00000005384
ENSG00000154945	ENSPTRG00000009407
ENSG00000065154	ENSPTRG00000003028
ENSG00000121753	ENSPTRG00000000465
ENSG00000166796	ENSPTRG00000003422
ENSG00000082497	ENSPTRG00000046911
ENSG00000026025	ENSPTRG00000002328
ENSG00000068796	ENSPTRG00000016913
ENSG00000170312	ENSPTRG00000002528
ENSG00000171532	ENSPTRG00000043080
ENSG00000160216	ENSPTRG00000042805
ENSG00000184428	ENSPTRG00000020653
ENSG00000164142	ENSPTRG00000016512
ENSG00000131351	ENSPTRG00000010657
ENSG00000164451	ENSPTRG00000018532
ENSG00000173626	ENSPTRG00000050736
ENSG00000178033	ENSPTRG00000048761
ENSG00000104177	ENSPTRG00000007042
ENSG00000118762	ENSPTRG00000016267
ENSG00000180336	ENSPTRG00000009281
ENSG00000174165	ENSPTRG00000003927
ENSG00000164509	ENSPTRG00000016886
ENSG00000137726	ENSPTRG00000004329
ENSG00000143171	ENSPTRG00000023788
ENSG00000120334	ENSPTRG00000001697
ENSG00000184500	ENSPTRG00000015128
ENSG00000164011	ENSPTRG00000000622
ENSG00000174516	ENSPTRG00000003925
ENSG00000184277	ENSPTRG00000007515
ENSG00000044446	ENSPTRG00000021715
ENSG00000180329	ENSPTRG00000009282
ENSG00000147202	ENSPTRG00000022082
ENSG00000150656	ENSPTRG00000010115
ENSG00000118785	ENSPTRG00000016266
ENSG00000135678	ENSPTRG00000005204
ENSG00000100100	ENSPTRG00000014267
ENSG00000117593	ENSPTRG00000001698
ENSG00000144355	ENSPTRG00000012639
ENSG00000132432	ENSPTRG00000019195
ENSG00000004848	ENSPTRG00000045701
ENSG00000101188	ENSPTRG00000013718
ENSG00000050426	ENSPTRG00000004947
ENSG00000174547	ENSPTRG00000003924
ENSG00000196976	ENSPTRG00000022439
ENSG00000100105	ENSPTRG00000014268
ENSG00000129221	ENSPTRG00000008640
ENSG00000065328	ENSPTRG00000023150
ENSG00000106991	ENSPTRG00000021400
ENSG00000262655	ENSPTRG00000043466
ENSG00000117676	ENSPTRG00000000387
ENSG00000213799	ENSPTRG00000050668
ENSG00000130827	ENSPTRG00000022438
ENSG00000132749	ENSPTRG00000003986
ENSG00000173698	ENSPTRG00000021716
ENSG00000115844	ENSPTRG00000012640
ENSG00000120903	ENSPTRG00000020105
ENSG00000148296	ENSPTRG00000021514
ENSG00000134453	ENSPTRG00000002265
ENSG00000162763	ENSPTRG00000001614
ENSG00000176009	ENSPTRG00000003339
ENSG00000233932	ENSPTRG00000042182
ENSG00000244414	ENSPTRG00000023151
ENSG00000188467	ENSPTRG00000007041
ENSG00000035928	ENSPTRG00000015991
ENSG00000136997	ENSPTRG00000020581
ENSG00000164258	ENSPTRG00000016864
ENSG00000003393	ENSPTRG00000012811
ENSG00000182968	ENSPTRG00000040942
ENSG00000074803	ENSPTRG00000007043
ENSG00000133789	ENSPTRG00000003351
ENSG00000164104	ENSPTRG00000016597
ENSG00000163507	ENSPTRG00000015193
ENSG00000127955	ENSPTRG00000019343
ENSG00000115267	ENSPTRG00000012582
ENSG00000089682	ENSPTRG00000022158
ENSG00000139546	ENSPTRG00000005020
ENSG00000166682	ENSPTRG00000049624
ENSG00000136250	ENSPTRG00000019085
ENSG00000174099	ENSPTRG00000005181
ENSG00000215421	ENSPTRG00000010117
ENSG00000203326	ENSPTRG00000042866
ENSG00000198265	ENSPTRG00000009562
ENSG00000163081	ENSPTRG00000047286
ENSG00000168394	ENSPTRG00000018023
ENSG00000170624	ENSPTRG00000042231
ENSG00000135903	ENSPTRG00000012969
ENSG00000115963	ENSPTRG00000012527
ENSG00000100304	ENSPTRG00000014470
ENSG00000196417	ENSPTRG00000033715
ENSG00000198919	ENSPTRG00000024365
ENSG00000147027	ENSPTRG00000050386
ENSG00000143198	ENSPTRG00000001616
ENSG00000146374	ENSPTRG00000018578
ENSG00000244486	ENSPTRG00000014084
ENSG00000177103	ENSPTRG00000004326
ENSG00000164105	ENSPTRG00000016598
ENSG00000168781	ENSPTRG00000022996
ENSG00000134962	ENSPTRG00000015992
ENSG00000137868	ENSPTRG00000007271
ENSG00000204264	ENSPTRG00000018022
ENSG00000099910	ENSPTRG00000014085
ENSG00000179593	ENSPTRG00000008721
ENSG00000203760	ENSPTRG00000044162
ENSG00000224960	ENSPTRG00000048068
ENSG00000144596	ENSPTRG00000047094
ENSG00000054392	ENSPTRG00000001945
ENSG00000102554	ENSPTRG00000039565
ENSG00000080802	ENSPTRG00000019727
ENSG00000164106	ENSPTRG00000016599
ENSG00000059691	ENSPTRG00000016513
ENSG00000240065	ENSPTRG00000018024
ENSG00000175348	ENSPTRG00000003340
ENSG00000154122	ENSPTRG00000016739
ENSG00000196660	ENSPTRG00000001994
ENSG00000131389	ENSPTRG00000014651
ENSG00000180008	ENSPTRG00000043978
ENSG00000102977	ENSPTRG00000008238
ENSG00000145428	ENSPTRG00000016529
ENSG00000164082	ENSPTRG00000014976
ENSG00000254986	ENSPTRG00000050638
ENSG00000174429	ENSPTRG00000020502
ENSG00000231989	ENSPTRG00000043249
ENSG00000164329	ENSPTRG00000017028
ENSG00000187902	ENSPTRG00000049040
ENSG00000196313	ENSPTRG00000050113
ENSG00000116991	ENSPTRG00000002114
ENSG00000185418	ENSPTRG00000007516
ENSG00000221978	ENSPTRG00000000028
ENSG00000179477	ENSPTRG00000008723
ENSG00000099246	ENSPTRG00000002384
ENSG00000125166	ENSPTRG00000008185
ENSG00000196344	ENSPTRG00000049233
ENSG00000229544	ENSPTRG00000046548
ENSG00000108424	ENSPTRG00000009333
ENSG00000189186	ENSPTRG00000041198
ENSG00000161281	ENSPTRG00000010888
ENSG00000159753	ENSPTRG00000008237
ENSG00000214160	ENSPTRG00000047056
ENSG00000101306	ENSPTRG00000013361
ENSG00000188992	ENSPTRG00000013785
ENSG00000189007	ENSPTRG00000018669
ENSG00000177689	ENSPTRG00000021760
ENSG00000221866	ENSPTRG00000041884
ENSG00000164078	ENSPTRG00000014941
ENSG00000143622	ENSPTRG00000001437
ENSG00000175183	ENSPTRG00000005244
ENSG00000163492	ENSPTRG00000012693
ENSG00000129933	ENSPTRG00000010738
ENSG00000168175	ENSPTRG00000044583
ENSG00000047621	ENSPTRG00000004553
ENSG00000115271	ENSPTRG00000012583
ENSG00000148826	ENSPTRG00000003080
ENSG00000139151	ENSPTRG00000004742
ENSG00000213246	ENSPTRG00000009451
ENSG00000068383	ENSPTRG00000003079
ENSG00000198160	ENSPTRG00000000837
ENSG00000196772	ENSPTRG00000030069
ENSG00000169925	ENSPTRG00000021526
ENSG00000212916	ENSPTRG00000034279
ENSG00000185278	ENSPTRG00000001700
ENSG00000179772	ENSPTRG00000013363
ENSG00000158106	ENSPTRG00000020654
ENSG00000010310	ENSPTRG00000050104
ENSG00000185305	ENSPTRG00000016866
ENSG00000105486	ENSPTRG00000011225
ENSG00000167779	ENSPTRG00000005001
ENSG00000213512	ENSPTRG00000034354
ENSG00000175182	ENSPTRG00000015691
ENSG00000235106	ENSPTRG00000047397
ENSG00000089685	ENSPTRG00000009707
ENSG00000162645	ENSPTRG00000000937
ENSG00000166128	ENSPTRG00000043064
ENSG00000184611	ENSPTRG00000012584
ENSG00000102891	ENSPTRG00000008134
ENSG00000118922	ENSPTRG00000005929
ENSG00000167635	ENSPTRG00000046504
ENSG00000034693	ENSPTRG00000018670
ENSG00000171291	ENSPTRG00000010519
ENSG00000162722	ENSPTRG00000002209
ENSG00000019186	ENSPTRG00000013640
ENSG00000168291	ENSPTRG00000015059
ENSG00000196357	ENSPTRG00000024357
ENSG00000117713	ENSPTRG00000000388
ENSG00000164077	ENSPTRG00000014942
ENSG00000213853	ENSPTRG00000007756
ENSG00000135837	ENSPTRG00000001738
ENSG00000111846	ENSPTRG00000017717
ENSG00000112297	ENSPTRG00000018459
ENSG00000001036	ENSPTRG00000018671
ENSG00000188784	ENSPTRG00000000276
ENSG00000115507	ENSPTRG00000011972
ENSG00000112164	ENSPTRG00000018131
ENSG00000117360	ENSPTRG00000001254
ENSG00000005379	ENSPTRG00000009450
ENSG00000128310	ENSPTRG00000014349
ENSG00000143149	ENSPTRG00000001617
ENSG00000188257	ENSPTRG00000000277
ENSG00000143106	ENSPTRG00000001048
ENSG00000040531	ENSPTRG00000008572
ENSG00000182310	ENSPTRG00000046520
ENSG00000065883	ENSPTRG00000019112
ENSG00000198429	ENSPTRG00000023439
ENSG00000271503	ENSPTRG00000046869
ENSG00000189319	ENSPTRG00000003031
ENSG00000189132	ENSPTRG00000028304
ENSG00000160191	ENSPTRG00000013946
ENSG00000163082	ENSPTRG00000012972
ENSG00000100906	ENSPTRG00000006265
ENSG00000107902	ENSPTRG00000003030
ENSG00000173585	ENSPTRG00000014841
ENSG00000161203	ENSPTRG00000015682
ENSG00000080189	ENSPTRG00000013582
ENSG00000167910	ENSPTRG00000020275
ENSG00000180871	ENSPTRG00000050817
ENSG00000108848	ENSPTRG00000009409
ENSG00000140481	ENSPTRG00000007272
ENSG00000102178	ENSPTRG00000022440
ENSG00000163818	ENSPTRG00000014840
ENSG00000196757	ENSPTRG00000010515
ENSG00000153060	ENSPTRG00000007757
ENSG00000106689	ENSPTRG00000021351
ENSG00000185697	ENSPTRG00000020308
ENSG00000099800	ENSPTRG00000010237
ENSG00000167964	ENSPTRG00000007634
ENSG00000203791	ENSPTRG00000032571
ENSG00000130347	ENSPTRG00000018461
ENSG00000178297	ENSPTRG00000010236
ENSG00000126903	ENSPTRG00000051548
ENSG00000127774	ENSPTRG00000008574
ENSG00000115806	ENSPTRG00000012628
ENSG00000213977	ENSPTRG00000033860
ENSG00000134333	ENSPTRG00000003421
ENSG00000221869	ENSPTRG00000042020
ENSG00000180011	ENSPTRG00000048547
ENSG00000112319	ENSPTRG00000018619
ENSG00000109046	ENSPTRG00000008899
ENSG00000151552	ENSPTRG00000015936
ENSG00000179981	ENSPTRG00000010120
ENSG00000131771	ENSPTRG00000009095
ENSG00000074590	ENSPTRG00000005386
ENSG00000142892	ENSPTRG00000000878
ENSG00000176619	ENSPTRG00000010238
ENSG00000214686	ENSPTRG00000034288
ENSG00000177938	ENSPTRG00000004744
ENSG00000204278	ENSPTRG00000041290
ENSG00000134365	ENSPTRG00000001801
ENSG00000206026	ENSPTRG00000042672
ENSG00000100403	ENSPTRG00000014424
ENSG00000135749	ENSPTRG00000002117
ENSG00000187676	ENSPTRG00000005761
ENSG00000179148	ENSPTRG00000008724
ENSG00000164107	ENSPTRG00000016601
ENSG00000214681	ENSPTRG00000023832
ENSG00000229972	ENSPTRG00000041598
ENSG00000117091	ENSPTRG00000001557
ENSG00000196104	ENSPTRG00000016579
ENSG00000100401	ENSPTRG00000023600
ENSG00000163888	ENSPTRG00000015688
ENSG00000101189	ENSPTRG00000013719
ENSG00000060491	ENSPTRG00000013720
ENSG00000115252	ENSPTRG00000012706
ENSG00000101489	ENSPTRG00000009982
ENSG00000184345	ENSPTRG00000014978
ENSG00000074181	ENSPTRG00000010617
ENSG00000173389	ENSPTRG00000014977
