ENSG00000173757	ENSPTRG00000009198
ENSG00000185271	ENSPTRG00000006091
ENSG00000179133	ENSPTRG00000002360
ENSG00000132591	ENSPTRG00000008938
ENSG00000168026	ENSPTRG00000014767
ENSG00000185345	ENSPTRG00000018781
ENSG00000107593	ENSPTRG00000002845
ENSG00000072571	ENSPTRG00000017503
ENSG00000163702	ENSPTRG00000014603
ENSG00000124227	ENSPTRG00000013668
ENSG00000136636	ENSPTRG00000001979
ENSG00000176903	ENSPTRG00000006521
ENSG00000184428	ENSPTRG00000020653
ENSG00000132478	ENSPTRG00000009656
ENSG00000176148	ENSPTRG00000003483
ENSG00000108961	ENSPTRG00000008737
ENSG00000066855	ENSPTRG00000020299
ENSG00000101191	ENSPTRG00000013725
ENSG00000145386	ENSPTRG00000016410
ENSG00000132475	ENSPTRG00000043737
ENSG00000005483	ENSPTRG00000019563
ENSG00000002822	ENSPTRG00000018855
ENSG00000125434	ENSPTRG00000008736
ENSG00000009790	ENSPTRG00000001939
ENSG00000168291	ENSPTRG00000015059
ENSG00000141314	ENSPTRG00000008987
ENSG00000161010	ENSPTRG00000017627
ENSG00000149212	ENSPTRG00000004192
ENSG00000079691	ENSPTRG00000017787
ENSG00000126246	ENSPTRG00000010859
ENSG00000173699	ENSPTRG00000013020
ENSG00000176102	ENSPTRG00000003485
ENSG00000189120	ENSPTRG00000009340
ENSG00000173065	ENSPTRG00000008937
ENSG00000185651	ENSPTRG00000014114
ENSG00000125812	ENSPTRG00000013320
ENSG00000130560	ENSPTRG00000021543
ENSG00000167182	ENSPTRG00000009342
ENSG00000154359	ENSPTRG00000020006
ENSG00000169885	ENSPTRG00000000040
ENSG00000108666	ENSPTRG00000008988
ENSG00000141522	ENSPTRG00000009773
ENSG00000136478	ENSPTRG00000009537
ENSG00000099785	ENSPTRG00000010423
ENSG00000048991	ENSPTRG00000012494
ENSG00000021488	ENSPTRG00000010796
ENSG00000116882	ENSPTRG00000001174
ENSG00000196475	ENSPTRG00000039094
ENSG00000161179	ENSPTRG00000014115
ENSG00000205268	ENSPTRG00000030991
ENSG00000172731	ENSPTRG00000002588
ENSG00000182898	ENSPTRG00000001305
ENSG00000078589	ENSPTRG00000050132
ENSG00000124214	ENSPTRG00000023130
ENSG00000147138	ENSPTRG00000039454
ENSG00000178821	ENSPTRG00000000041
ENSG00000154415	ENSPTRG00000019607
ENSG00000231925	ENSPTRG00000018043
ENSG00000169957	ENSPTRG00000046318
ENSG00000140386	ENSPTRG00000007316
ENSG00000137757	ENSPTRG00000004230
ENSG00000143801	ENSPTRG00000002052
ENSG00000165312	ENSPTRG00000049721
ENSG00000099783	ENSPTRG00000010424
ENSG00000084070	ENSPTRG00000000589
ENSG00000172243	ENSPTRG00000004667
ENSG00000091542	ENSPTRG00000024216
ENSG00000122687	ENSPTRG00000018857
ENSG00000138166	ENSPTRG00000043212
ENSG00000158008	ENSPTRG00000000371
ENSG00000102055	ENSPTRG00000043024
ENSG00000167858	ENSPTRG00000008651
ENSG00000108591	ENSPTRG00000008842
ENSG00000146409	ENSPTRG00000018616
ENSG00000125814	ENSPTRG00000013321
ENSG00000171798	ENSPTRG00000003085
ENSG00000148730	ENSPTRG00000002590
ENSG00000080824	ENSPTRG00000006736
ENSG00000177125	ENSPTRG00000044442
ENSG00000156574	ENSPTRG00000002592
ENSG00000162757	ENSPTRG00000001940
ENSG00000177294	ENSPTRG00000008650
ENSG00000100749	ENSPTRG00000006705
ENSG00000159917	ENSPTRG00000011112
ENSG00000144711	ENSPTRG00000014639
ENSG00000134444	ENSPTRG00000010074
ENSG00000203872	ENSPTRG00000029521
ENSG00000178104	ENSPTRG00000001188
ENSG00000068366	ENSPTRG00000022178
ENSG00000091483	ENSPTRG00000002163
ENSG00000111850	ENSPTRG00000018402
ENSG00000159915	ENSPTRG00000011111
ENSG00000115353	ENSPTRG00000012106
ENSG00000167895	ENSPTRG00000009701
ENSG00000143127	ENSPTRG00000001204
ENSG00000164411	ENSPTRG00000052832
ENSG00000274286	ENSPTRG00000041448
ENSG00000131115	ENSPTRG00000011110
ENSG00000038274	ENSPTRG00000017504
ENSG00000161011	ENSPTRG00000017626
ENSG00000142444	ENSPTRG00000010487
ENSG00000203859	ENSPTRG00000023445
ENSG00000054356	ENSPTRG00000012952
ENSG00000188886	ENSPTRG00000012225
ENSG00000151348	ENSPTRG00000003528
ENSG00000140153	ENSPTRG00000006737
ENSG00000133107	ENSPTRG00000005795
ENSG00000134571	ENSPTRG00000003562
ENSG00000196233	ENSPTRG00000002801
ENSG00000147027	ENSPTRG00000050386
ENSG00000136108	ENSPTRG00000005903
ENSG00000078596	ENSPTRG00000022057
ENSG00000174669	ENSPTRG00000003922
ENSG00000078687	ENSPTRG00000009699
ENSG00000056972	ENSPTRG00000018510
ENSG00000267508	ENSPTRG00000012475
ENSG00000092531	ENSPTRG00000006975
ENSG00000155868	ENSPTRG00000017462
ENSG00000047579	ENSPTRG00000047928
ENSG00000112306	ENSPTRG00000046088
ENSG00000197444	ENSPTRG00000002492
ENSG00000080823	ENSPTRG00000006738
ENSG00000113263	ENSPTRG00000017464
ENSG00000144712	ENSPTRG00000014637
ENSG00000158473	ENSPTRG00000001497
ENSG00000205155	ENSPTRG00000029038
ENSG00000272602	ENSPTRG00000052480
ENSG00000278318	ENSPTRG00000011116
ENSG00000128656	ENSPTRG00000012659
ENSG00000267796	ENSPTRG00000010861
ENSG00000197226	ENSPTRG00000043585
ENSG00000122145	ENSPTRG00000022058
ENSG00000118503	ENSPTRG00000018644
ENSG00000167384	ENSPTRG00000011117
ENSG00000132824	ENSPTRG00000013522
ENSG00000004776	ENSPTRG00000010864
ENSG00000092929	ENSPTRG00000009659
ENSG00000135077	ENSPTRG00000017461
ENSG00000117009	ENSPTRG00000002164
ENSG00000141524	ENSPTRG00000009700
ENSG00000167595	ENSPTRG00000010865
ENSG00000236104	ENSPTRG00000018044
ENSG00000133466	ENSPTRG00000044577
ENSG00000075945	ENSPTRG00000001666
ENSG00000135905	ENSPTRG00000012987
ENSG00000164743	ENSPTRG00000020010
ENSG00000173868	ENSPTRG00000009372
ENSG00000149043	ENSPTRG00000003160
ENSG00000164741	ENSPTRG00000020009
ENSG00000248712	ENSPTRG00000028386
ENSG00000170613	ENSPTRG00000017463
ENSG00000100385	ENSPTRG00000014328
ENSG00000009413	ENSPTRG00000018508
ENSG00000172367	ENSPTRG00000004375
ENSG00000146285	ENSPTRG00000018469
ENSG00000176076	ENSPTRG00000040445
ENSG00000008294	ENSPTRG00000009414
ENSG00000188517	ENSPTRG00000016356
ENSG00000146192	ENSPTRG00000018116
ENSG00000265241	ENSPTRG00000001201
ENSG00000273777	ENSPTRG00000046306
ENSG00000132958	ENSPTRG00000005671
ENSG00000204599	ENSPTRG00000017923
ENSG00000125823	ENSPTRG00000045776
ENSG00000116133	ENSPTRG00000000779
ENSG00000054277	ENSPTRG00000002165
ENSG00000120158	ENSPTRG00000020743
ENSG00000155876	ENSPTRG00000020798
ENSG00000250305	ENSPTRG00000041473
ENSG00000168748	ENSPTRG00000008203
ENSG00000211448	ENSPTRG00000050323
ENSG00000121851	ENSPTRG00000001198
ENSG00000161013	ENSPTRG00000017625
ENSG00000125831	ENSPTRG00000013323
ENSG00000131779	ENSPTRG00000001203
ENSG00000173402	ENSPTRG00000014926
ENSG00000103653	ENSPTRG00000007282
ENSG00000074771	ENSPTRG00000018732
ENSG00000171053	ENSPTRG00000004448
ENSG00000135801	ENSPTRG00000002091
ENSG00000158014	ENSPTRG00000000372
ENSG00000158477	ENSPTRG00000001498
ENSG00000125815	ENSPTRG00000013324
ENSG00000115524	ENSPTRG00000012771
ENSG00000227345	ENSPTRG00000031332
ENSG00000272031	ENSPTRG00000001199
ENSG00000261371	ENSPTRG00000009538
ENSG00000132205	ENSPTRG00000009832
ENSG00000187554	ENSPTRG00000030151
ENSG00000271601	ENSPTRG00000001200
ENSG00000174016	ENSPTRG00000049359
ENSG00000141552	ENSPTRG00000009775
ENSG00000153233	ENSPTRG00000005221
ENSG00000196844	ENSPTRG00000022862
ENSG00000121289	ENSPTRG00000010797
ENSG00000205336	ENSPTRG00000031199
ENSG00000169951	ENSPTRG00000008008
ENSG00000158050	ENSPTRG00000052076
ENSG00000236027	ENSPTRG00000039230
ENSG00000135763	ENSPTRG00000002092
ENSG00000237353	ENSPTRG00000039696
ENSG00000107719	ENSPTRG00000002594
ENSG00000204209	ENSPTRG00000018045
ENSG00000004975	ENSPTRG00000008665
ENSG00000156030	ENSPTRG00000006523
ENSG00000184117	ENSPTRG00000014226
ENSG00000148411	ENSPTRG00000021544
ENSG00000104381	ENSPTRG00000020354
ENSG00000120451	ENSPTRG00000004487
ENSG00000183395	ENSPTRG00000005361
ENSG00000112378	ENSPTRG00000050751
ENSG00000017427	ENSPTRG00000024078
ENSG00000198862	ENSPTRG00000013819
ENSG00000132122	ENSPTRG00000000718
ENSG00000189132	ENSPTRG00000028304
ENSG00000146350	ENSPTRG00000018559
ENSG00000172890	ENSPTRG00000004014
ENSG00000213892	ENSPTRG00000034050
ENSG00000271605	ENSPTRG00000009539
ENSG00000113108	ENSPTRG00000033999
ENSG00000216588	ENSPTRG00000034117
ENSG00000250312	ENSPTRG00000050801
ENSG00000150712	ENSPTRG00000016770
ENSG00000149932	ENSPTRG00000007976
ENSG00000166788	ENSPTRG00000003410
ENSG00000104369	ENSPTRG00000020353
ENSG00000100296	ENSPTRG00000014225
ENSG00000131944	ENSPTRG00000010798
ENSG00000198604	ENSPTRG00000006255
ENSG00000073008	ENSPTRG00000011119
ENSG00000186777	ENSPTRG00000040484
ENSG00000131941	ENSPTRG00000010801
ENSG00000141837	ENSPTRG00000010561
ENSG00000185480	ENSPTRG00000005360
ENSG00000128654	ENSPTRG00000012674
ENSG00000112379	ENSPTRG00000018647
ENSG00000186567	ENSPTRG00000011120
ENSG00000171608	ENSPTRG00000000120
ENSG00000215305	ENSPTRG00000013186
ENSG00000092094	ENSPTRG00000006092
ENSG00000163703	ENSPTRG00000014604
ENSG00000189023	ENSPTRG00000021781
ENSG00000076650	ENSPTRG00000010803
ENSG00000204231	ENSPTRG00000018034
ENSG00000238227	ENSPTRG00000045356
ENSG00000135090	ENSPTRG00000005513
ENSG00000158481	ENSPTRG00000001499
ENSG00000052850	ENSPTRG00000003529
ENSG00000109016	ENSPTRG00000008892
ENSG00000069399	ENSPTRG00000011122
ENSG00000198723	ENSPTRG00000010390
ENSG00000145901	ENSPTRG00000017428
ENSG00000198844	ENSPTRG00000023922
ENSG00000168000	ENSPTRG00000003784
ENSG00000158485	ENSPTRG00000001500
ENSG00000157368	ENSPTRG00000008309
ENSG00000198816	ENSPTRG00000029154
ENSG00000112531	ENSPTRG00000018785
ENSG00000197651	ENSPTRG00000023775
ENSG00000104883	ENSPTRG00000010388
ENSG00000142273	ENSPTRG00000011123
ENSG00000171794	ENSPTRG00000052316
ENSG00000112473	ENSPTRG00000018035
ENSG00000137486	ENSPTRG00000004079
ENSG00000278023	ENSPTRG00000009031
ENSG00000151650	ENSPTRG00000003087
ENSG00000130477	ENSPTRG00000010681
ENSG00000100207	ENSPTRG00000014452
ENSG00000170369	ENSPTRG00000013329
ENSG00000198331	ENSPTRG00000028362
ENSG00000083782	ENSPTRG00000005287
ENSG00000179299	ENSPTRG00000016007
ENSG00000278195	ENSPTRG00000029436
ENSG00000117595	ENSPTRG00000001941
ENSG00000180644	ENSPTRG00000002595
ENSG00000143001	ENSPTRG00000043722
ENSG00000187987	ENSPTRG00000017876
ENSG00000115363	ENSPTRG00000012107
ENSG00000160801	ENSPTRG00000014861
ENSG00000128340	ENSPTRG00000047213
ENSG00000162399	ENSPTRG00000000782
ENSG00000110060	ENSPTRG00000004449
ENSG00000132471	ENSPTRG00000009660
ENSG00000151500	ENSPTRG00000004495
ENSG00000158022	ENSPTRG00000000373
ENSG00000173214	ENSPTRG00000018507
ENSG00000107187	ENSPTRG00000021546
ENSG00000102981	ENSPTRG00000008239
ENSG00000163697	ENSPTRG00000016008
ENSG00000187244	ENSPTRG00000011124
ENSG00000100528	ENSPTRG00000006361
ENSG00000148153	ENSPTRG00000023472
ENSG00000185813	ENSPTRG00000009776
ENSG00000124074	ENSPTRG00000008240
ENSG00000156876	ENSPTRG00000001000
ENSG00000132635	ENSPTRG00000013185
ENSG00000124786	ENSPTRG00000017710
ENSG00000178307	ENSPTRG00000008893
ENSG00000163704	ENSPTRG00000014605
ENSG00000139330	ENSPTRG00000005288
ENSG00000184650	ENSPTRG00000008739
ENSG00000173391	ENSPTRG00000004668
ENSG00000180190	ENSPTRG00000019935
ENSG00000256525	ENSPTRG00000009541
ENSG00000147140	ENSPTRG00000022010
ENSG00000143369	ENSPTRG00000001257
ENSG00000159761	ENSPTRG00000031170
ENSG00000187260	ENSPTRG00000019886
ENSG00000229809	ENSPTRG00000041892
ENSG00000165119	ENSPTRG00000048500
ENSG00000204128	ENSPTRG00000052555
ENSG00000242265	ENSPTRG00000023648
ENSG00000164506	ENSPTRG00000018687
ENSG00000049283	ENSPTRG00000050099
ENSG00000163586	ENSPTRG00000012169
ENSG00000138316	ENSPTRG00000002596
ENSG00000187800	ENSPTRG00000001480
ENSG00000198010	ENSPTRG00000023452
ENSG00000157869	ENSPTRG00000015920
ENSG00000127995	ENSPTRG00000019410
ENSG00000176978	ENSPTRG00000021592
ENSG00000197162	ENSPTRG00000008009
ENSG00000162188	ENSPTRG00000003783
ENSG00000106689	ENSPTRG00000021351
ENSG00000160563	ENSPTRG00000021492
ENSG00000171720	ENSPTRG00000017348
ENSG00000203857	ENSPTRG00000024031
ENSG00000178175	ENSPTRG00000016969
ENSG00000135540	ENSPTRG00000018652
ENSG00000132670	ENSPTRG00000033879
ENSG00000171603	ENSPTRG00000000121
ENSG00000165685	ENSPTRG00000004669
ENSG00000261210	ENSPTRG00000049065
ENSG00000132481	ENSPTRG00000009661
ENSG00000175087	ENSPTRG00000000374
ENSG00000130202	ENSPTRG00000011125
ENSG00000111641	ENSPTRG00000004579
ENSG00000204228	ENSPTRG00000018036
ENSG00000104714	ENSPTRG00000019937
ENSG00000135144	ENSPTRG00000005480
ENSG00000166866	ENSPTRG00000005118
ENSG00000130287	ENSPTRG00000010734
ENSG00000160808	ENSPTRG00000014860
ENSG00000168734	ENSPTRG00000048203
ENSG00000127990	ENSPTRG00000019411
ENSG00000141098	ENSPTRG00000008242
ENSG00000051620	ENSPTRG00000018650
ENSG00000100883	ENSPTRG00000006259
ENSG00000114487	ENSPTRG00000015198
ENSG00000086598	ENSPTRG00000052790
ENSG00000165288	ENSPTRG00000022060
ENSG00000185187	ENSPTRG00000003115
ENSG00000213996	ENSPTRG00000010736
ENSG00000160838	ENSPTRG00000001483
ENSG00000183486	ENSPTRG00000013927
ENSG00000219200	ENSPTRG00000030994
ENSG00000006282	ENSPTRG00000009404
ENSG00000187664	ENSPTRG00000033676
ENSG00000180354	ENSPTRG00000041737
ENSG00000042781	ENSPTRG00000001984
ENSG00000141569	ENSPTRG00000009662
ENSG00000156853	ENSPTRG00000008010
ENSG00000183258	ENSPTRG00000017589
ENSG00000176887	ENSPTRG00000045174
ENSG00000104112	ENSPTRG00000007077
ENSG00000131504	ENSPTRG00000045831
ENSG00000166359	ENSPTRG00000010804
ENSG00000100299	ENSPTRG00000014550
ENSG00000130598	ENSPTRG00000003161
ENSG00000237649	ENSPTRG00000018047
ENSG00000083312	ENSPTRG00000016972
ENSG00000007944	ENSPTRG00000023743
ENSG00000095110	ENSPTRG00000004307
ENSG00000130203	ENSPTRG00000011127
ENSG00000132613	ENSPTRG00000008310
ENSG00000187997	ENSPTRG00000009702
ENSG00000204316	ENSPTRG00000030775
ENSG00000166863	ENSPTRG00000048234
ENSG00000196839	ENSPTRG00000013524
ENSG00000196358	ENSPTRG00000021493
ENSG00000144115	ENSPTRG00000012170
ENSG00000130881	ENSPTRG00000010806
ENSG00000139329	ENSPTRG00000005289
ENSG00000130208	ENSPTRG00000038932
ENSG00000180233	ENSPTRG00000019038
ENSG00000130876	ENSPTRG00000010807
ENSG00000137198	ENSPTRG00000017746
ENSG00000155034	ENSPTRG00000018889
ENSG00000110651	ENSPTRG00000003177
ENSG00000101333	ENSPTRG00000013242
ENSG00000170144	ENSPTRG00000012676
ENSG00000157800	ENSPTRG00000019764
ENSG00000111707	ENSPTRG00000005515
ENSG00000104765	ENSPTRG00000020097
ENSG00000182108	ENSPTRG00000051593
ENSG00000179583	ENSPTRG00000007761
ENSG00000108639	ENSPTRG00000043444
ENSG00000120549	ENSPTRG00000002362
ENSG00000108839	ENSPTRG00000008653
ENSG00000188878	ENSPTRG00000009663
ENSG00000177103	ENSPTRG00000004326
ENSG00000095066	ENSPTRG00000010539
ENSG00000196678	ENSPTRG00000023918
ENSG00000104853	ENSPTRG00000011131
ENSG00000166220	ENSPTRG00000002597
ENSG00000179520	ENSPTRG00000005344
ENSG00000137193	ENSPTRG00000018118
ENSG00000184619	ENSPTRG00000008741
ENSG00000197245	ENSPTRG00000022777
ENSG00000125675	ENSPTRG00000022245
ENSG00000100916	ENSPTRG00000006272
ENSG00000235568	ENSPTRG00000043593
ENSG00000198704	ENSPTRG00000017878
ENSG00000092964	ENSPTRG00000020099
ENSG00000167900	ENSPTRG00000009704
ENSG00000144460	ENSPTRG00000012988
ENSG00000224586	ENSPTRG00000017879
ENSG00000214336	ENSPTRG00000046086
ENSG00000117597	ENSPTRG00000001942
ENSG00000172738	ENSPTRG00000018119
ENSG00000142684	ENSPTRG00000000375
ENSG00000143067	ENSPTRG00000001177
ENSG00000141655	ENSPTRG00000010075
ENSG00000165661	ENSPTRG00000021547
ENSG00000162542	ENSPTRG00000000272
ENSG00000065491	ENSPTRG00000018120
ENSG00000005187	ENSPTRG00000007849
ENSG00000161180	ENSPTRG00000014116
ENSG00000101577	ENSPTRG00000009833
ENSG00000167183	ENSPTRG00000047216
ENSG00000213578	ENSPTRG00000045746
ENSG00000153879	ENSPTRG00000046009
ENSG00000172073	ENSPTRG00000012172
ENSG00000075290	ENSPTRG00000002849
ENSG00000140506	ENSPTRG00000007283
ENSG00000125772	ENSPTRG00000013228
ENSG00000144224	ENSPTRG00000012496
ENSG00000108465	ENSPTRG00000009345
ENSG00000168301	ENSPTRG00000015060
ENSG00000112539	ENSPTRG00000018786
ENSG00000034053	ENSPTRG00000006842
ENSG00000186510	ENSPTRG00000034081
ENSG00000160207	ENSPTRG00000013957
ENSG00000137634	ENSPTRG00000004308
ENSG00000203618	ENSPTRG00000033843
ENSG00000040633	ENSPTRG00000008666
ENSG00000102383	ENSPTRG00000022041
ENSG00000189060	ENSPTRG00000039392
ENSG00000183077	ENSPTRG00000009705
ENSG00000122507	ENSPTRG00000019069
ENSG00000167085	ENSPTRG00000047126
ENSG00000178828	ENSPTRG00000000274
ENSG00000186094	ENSPTRG00000043865
ENSG00000111371	ENSPTRG00000004855
ENSG00000186136	ENSPTRG00000004696
ENSG00000167815	ENSPTRG00000010541
ENSG00000169914	ENSPTRG00000000275
ENSG00000260220	ENSPTRG00000041847
ENSG00000128228	ENSPTRG00000014117
ENSG00000173482	ENSPTRG00000009851
ENSG00000115520	ENSPTRG00000012772
ENSG00000119457	ENSPTRG00000021268
ENSG00000241224	ENSPTRG00000052823
ENSG00000162373	ENSPTRG00000000721
ENSG00000130479	ENSPTRG00000010682
ENSG00000182667	ENSPTRG00000004488
ENSG00000175928	ENSPTRG00000014566
ENSG00000240694	ENSPTRG00000051035
ENSG00000066654	ENSPTRG00000007848
ENSG00000148158	ENSPTRG00000021267
ENSG00000188784	ENSPTRG00000000276
ENSG00000136449	ENSPTRG00000009402
ENSG00000166224	ENSPTRG00000002598
ENSG00000144455	ENSPTRG00000014568
ENSG00000104889	ENSPTRG00000010542
ENSG00000100116	ENSPTRG00000014348
ENSG00000232040	ENSPTRG00000017880
ENSG00000137731	ENSPTRG00000004327
ENSG00000203740	ENSPTRG00000030294
ENSG00000174429	ENSPTRG00000020502
ENSG00000166743	ENSPTRG00000050863
ENSG00000100027	ENSPTRG00000052634
ENSG00000196199	ENSPTRG00000024080
ENSG00000055732	ENSPTRG00000000909
ENSG00000204361	ENSPTRG00000028394
ENSG00000109132	ENSPTRG00000016011
ENSG00000100023	ENSPTRG00000014118
ENSG00000171223	ENSPTRG00000029110
ENSG00000275722	ENSPTRG00000009032
ENSG00000183684	ENSPTRG00000009774
ENSG00000132026	ENSPTRG00000010543
ENSG00000163530	ENSPTRG00000015199
ENSG00000173641	ENSPTRG00000000214
ENSG00000137752	ENSPTRG00000048268
ENSG00000101365	ENSPTRG00000013180
ENSG00000166452	ENSPTRG00000003337
ENSG00000172071	ENSPTRG00000012173
ENSG00000183979	ENSPTRG00000045453
ENSG00000005189	ENSPTRG00000007851
ENSG00000109832	ENSPTRG00000004450
ENSG00000124541	ENSPTRG00000018184
ENSG00000154978	ENSPTRG00000019198
ENSG00000124299	ENSPTRG00000010809
ENSG00000049618	ENSPTRG00000018733
ENSG00000137726	ENSPTRG00000004329
ENSG00000004777	ENSPTRG00000010866
ENSG00000204227	ENSPTRG00000018037
ENSG00000160208	ENSPTRG00000013958
ENSG00000143384	ENSPTRG00000001260
ENSG00000184304	ENSPTRG00000006232
ENSG00000140988	ENSPTRG00000045169
ENSG00000121390	ENSPTRG00000005677
ENSG00000162643	ENSPTRG00000000910
ENSG00000186675	ENSPTRG00000022044
ENSG00000188038	ENSPTRG00000008250
ENSG00000104856	ENSPTRG00000011133
ENSG00000163050	ENSPTRG00000033741
ENSG00000102390	ENSPTRG00000022046
ENSG00000143382	ENSPTRG00000001258
ENSG00000038358	ENSPTRG00000008249
ENSG00000025796	ENSPTRG00000018470
ENSG00000120370	ENSPTRG00000001667
ENSG00000170364	ENSPTRG00000047540
ENSG00000223501	ENSPTRG00000018038
ENSG00000274209	ENSPTRG00000045668
ENSG00000117906	ENSPTRG00000007319
ENSG00000077782	ENSPTRG00000020176
ENSG00000105613	ENSPTRG00000010545
ENSG00000104859	ENSPTRG00000022583
ENSG00000119408	ENSPTRG00000021352
ENSG00000174576	ENSPTRG00000003923
ENSG00000145246	ENSPTRG00000016032
ENSG00000169174	ENSPTRG00000000783
ENSG00000166523	ENSPTRG00000004639
ENSG00000182903	ENSPTRG00000043780
ENSG00000148120	ENSPTRG00000021139
ENSG00000250799	ENSPTRG00000038736
ENSG00000176029	ENSPTRG00000003338
ENSG00000275152	ENSPTRG00000009033
ENSG00000188215	ENSPTRG00000045635
ENSG00000143502	ENSPTRG00000002014
ENSG00000099956	ENSPTRG00000014154
ENSG00000203727	ENSPTRG00000029379
ENSG00000102897	ENSPTRG00000007853
ENSG00000146006	ENSPTRG00000017292
ENSG00000044115	ENSPTRG00000017291
ENSG00000206559	ENSPTRG00000030289
ENSG00000115541	ENSPTRG00000031146
ENSG00000132589	ENSPTRG00000008939
ENSG00000103043	ENSPTRG00000008313
ENSG00000120686	ENSPTRG00000043532
ENSG00000184500	ENSPTRG00000015128
ENSG00000126259	ENSPTRG00000010872
ENSG00000111961	ENSPTRG00000018688
ENSG00000108439	ENSPTRG00000009343
ENSG00000135074	ENSPTRG00000017470
ENSG00000115540	ENSPTRG00000012775
ENSG00000188611	ENSPTRG00000002501
ENSG00000187118	ENSPTRG00000014706
ENSG00000171984	ENSPTRG00000013229
ENSG00000188257	ENSPTRG00000000277
ENSG00000115850	ENSPTRG00000012497
ENSG00000168306	ENSPTRG00000015061
ENSG00000089199	ENSPTRG00000013230
ENSG00000163512	ENSPTRG00000014707
ENSG00000128310	ENSPTRG00000014349
ENSG00000121570	ENSPTRG00000042716
ENSG00000075624	ENSPTRG00000018890
ENSG00000005436	ENSPTRG00000012110
ENSG00000172809	ENSPTRG00000023234
ENSG00000183615	ENSPTRG00000000478
ENSG00000178395	ENSPTRG00000002015
ENSG00000198586	ENSPTRG00000022865
ENSG00000081087	ENSPTRG00000018471
ENSG00000111642	ENSPTRG00000004580
ENSG00000185946	ENSPTRG00000033902
ENSG00000127472	ENSPTRG00000000278
ENSG00000109685	ENSPTRG00000015838
ENSG00000132185	ENSPTRG00000001592
ENSG00000099958	ENSPTRG00000044408
ENSG00000184588	ENSPTRG00000000831
ENSG00000203697	ENSPTRG00000043346
ENSG00000166483	ENSPTRG00000003350
ENSG00000132694	ENSPTRG00000024318
ENSG00000111962	ENSPTRG00000018689
ENSG00000172548	ENSPTRG00000017469
ENSG00000012504	ENSPTRG00000005345
ENSG00000240038	ENSPTRG00000051893
ENSG00000160360	ENSPTRG00000021549
ENSG00000108654	ENSPTRG00000009543
ENSG00000182185	ENSPTRG00000006472
ENSG00000142611	ENSPTRG00000000059
ENSG00000128045	ENSPTRG00000016058
ENSG00000128573	ENSPTRG00000019608
ENSG00000141540	ENSPTRG00000009603
ENSG00000106268	ENSPTRG00000018858
ENSG00000189114	ENSPTRG00000011143
ENSG00000169047	ENSPTRG00000012989
ENSG00000055163	ENSPTRG00000017465
ENSG00000161270	ENSPTRG00000010869
ENSG00000115947	ENSPTRG00000012515
ENSG00000007047	ENSPTRG00000011145
ENSG00000081923	ENSPTRG00000010048
ENSG00000214944	ENSPTRG00000034340
ENSG00000135914	ENSPTRG00000013022
ENSG00000139083	ENSPTRG00000004699
ENSG00000165164	ENSPTRG00000028302
ENSG00000144642	ENSPTRG00000014709
ENSG00000105705	ENSPTRG00000010737
ENSG00000173692	ENSPTRG00000013021
ENSG00000115364	ENSPTRG00000012108
ENSG00000144381	ENSPTRG00000044665
ENSG00000151332	ENSPTRG00000006273
ENSG00000213221	ENSPTRG00000034113
ENSG00000187796	ENSPTRG00000021551
ENSG00000144468	ENSPTRG00000012990
ENSG00000205213	ENSPTRG00000028697
ENSG00000090376	ENSPTRG00000005187
ENSG00000124788	ENSPTRG00000039250
ENSG00000112541	ENSPTRG00000018787
ENSG00000120875	ENSPTRG00000020129
ENSG00000177688	ENSPTRG00000040819
ENSG00000055208	ENSPTRG00000018690
ENSG00000166960	ENSPTRG00000009961
ENSG00000147481	ENSPTRG00000020240
ENSG00000105290	ENSPTRG00000010873
ENSG00000198739	ENSPTRG00000002545
ENSG00000114544	ENSPTRG00000015327
ENSG00000142252	ENSPTRG00000044428
ENSG00000183230	ENSPTRG00000002544
ENSG00000163659	ENSPTRG00000015561
ENSG00000121989	ENSPTRG00000012514
ENSG00000138686	ENSPTRG00000016411
ENSG00000114346	ENSPTRG00000015634
ENSG00000141084	ENSPTRG00000008244
ENSG00000104866	ENSPTRG00000011139
ENSG00000133246	ENSPTRG00000010425
ENSG00000158106	ENSPTRG00000020654
ENSG00000145569	ENSPTRG00000045722
ENSG00000139767	ENSPTRG00000005517
ENSG00000117215	ENSPTRG00000000279
ENSG00000127054	ENSPTRG00000051102
ENSG00000108854	ENSPTRG00000009546
ENSG00000152266	ENSPTRG00000003379
ENSG00000276409	ENSPTRG00000033677
ENSG00000007255	ENSPTRG00000043883
ENSG00000189221	ENSPTRG00000021816
ENSG00000081052	ENSPTRG00000012991
ENSG00000114857	ENSPTRG00000014797
ENSG00000107290	ENSPTRG00000021495
ENSG00000171595	ENSPTRG00000009604
ENSG00000088367	ENSPTRG00000013455
ENSG00000204406	ENSPTRG00000029184
ENSG00000166037	ENSPTRG00000004194
ENSG00000125878	ENSPTRG00000030668
ENSG00000170684	ENSPTRG00000011136
ENSG00000271303	ENSPTRG00000049586
ENSG00000215397	ENSPTRG00000052805
ENSG00000258890	ENSPTRG00000009544
ENSG00000133250	ENSPTRG00000010427
ENSG00000187942	ENSPTRG00000000306
ENSG00000129933	ENSPTRG00000010738
ENSG00000104879	ENSPTRG00000011147
ENSG00000147697	ENSPTRG00000020584
ENSG00000184979	ENSPTRG00000014048
ENSG00000142798	ENSPTRG00000000307
